"nie_malla_modi_id","sen_slope_pnsp","sen_slope_per_pnsp","p_value_pnsp","tau_pnsp"
1695259,0,0,0.59673,0.11
1695260,0,0,0.59673,0.11
1695261,0,0,0.69374,0.088
1695262,0,0,0.91166,0.033
1695263,0.141,1.07,0.5791,0.121
1695264,0,0,1,-0.011
1695265,-0.265,-1.22,0.73927,-0.077
1695266,-0.12,-0.54,0.73927,-0.077
1695267,0,0,0.91166,-0.033
1695268,0,0,0.82441,0.055
1695269,0,0,1,-0.011
1695270,0,0,0.91056,-0.033
1695271,0,0,0.77477,-0.066
1695272,0,0,0.68069,0.088
1695273,0,0,0.53326,0.11
1695274,0,0,0.53326,0.11
1695275,0,0,0.80709,0.055
1695276,0,0,0.90282,0.033
1695277,0,0,0.90282,0.033
1695278,0,0,1,0.011
1695279,0,0,1,0.011
1695280,0,0,1,0.011
1695281,0,0,0.79694,0.055
1695282,0,0,1,0.011
1695283,0,0,0.93862,0.022
1695284,0,0,0.21485,0.121
1695285,0,0,0.21485,0.121
1695286,0,0,0.21485,0.121
1695287,0,NA,NA,0
1695288,0,0,0.21485,0.121
1695289,0,0,0.21485,0.121
1695290,0,0,1,0.011
1695291,0,0,0.62797,0.088
1695292,0,0,0.79694,0.055
1695293,0,0,0.89763,0.033
1695294,0,0,0.93862,0.022
1695295,0,0,1,0.011
1695296,0,0,1,0.011
1695297,0,0,0.21485,0.121
1695298,0,0,0.21485,0.121
1695299,0,NA,NA,0
1695300,0,NA,NA,0
1695301,0,NA,NA,0
1695302,0,NA,NA,0
1695303,0,NA,NA,0
1695304,0,NA,NA,0
1695305,0,NA,NA,0
1697521,0,NA,NA,0
1697522,0,NA,NA,0
1697529,0,NA,NA,0
1697530,0,NA,NA,0
1697531,0,NA,NA,0
1697532,0,NA,NA,0
1697533,0,0,0.46706,0.099
1697534,0,0,1,0
1697535,0,0,1,0
1697536,0,0,1,0
1697537,0,0,0.60682,0.099
1697538,0,0,0.39274,0.165
1697539,0,0,0.51784,0.132
1697540,0,0,0.89763,-0.033
1697541,0,0,0.39274,0.165
1697542,0,0,0.39274,0.165
1697543,0,0,0.54155,0.121
1697544,0,0,0.82224,-0.055
1697545,0,0,1,0
1697546,0,0,1,-0.011
1697547,0.048,0.22,0.86935,0.044
1697548,-1.842,-4.86,0.51122,-0.143
1697549,-2.09,-5.09,0.51122,-0.143
1697550,-1.588,-2.82,0.58407,-0.121
1697551,-1.722,-2.76,0.74256,-0.077
1697552,-1.378,-1.96,0.82667,-0.055
1697553,-1.318,-1.7,0.82667,-0.055
1697554,-1.84,-2.8,0.74256,-0.077
1697555,-0.56,-0.76,0.91281,-0.033
1697556,-0.446,-0.58,1,-0.011
1697557,-0.208,-0.24,1,-0.011
1697558,-0.386,-0.51,0.74256,-0.077
1697559,-1.453,-2.14,0.66142,-0.099
1697560,-1.168,-1.56,0.66142,-0.099
1697561,-2.08,-2.55,0.66142,-0.099
1697562,-1.895,-2.06,0.74256,-0.077
1697563,-2.023,-1.9,0.82667,-0.055
1697564,-2.143,-1.81,0.91281,-0.033
1697565,-0.372,-0.27,0.91281,-0.033
1697566,-0.862,-0.6,0.82667,-0.055
1697567,-2.43,-1.6,0.51122,-0.143
1697568,-0.342,-0.25,0.91281,-0.033
1697569,-0.498,-0.37,0.91281,-0.033
1697570,-1.066,-0.78,0.82667,-0.055
1697571,-2.199,-2.1,0.74256,-0.077
1697572,-2.066,-1.96,0.82667,-0.055
1697573,-1.658,-1.7,0.91281,-0.033
1697574,-2.616,-2.44,0.66142,-0.099
1697575,-2.697,-2.26,0.51122,-0.143
1697576,-2.747,-2.19,0.44342,-0.165
1697577,-2.667,-2.23,0.44342,-0.165
1697578,-2.658,-2.27,0.51122,-0.143
1697579,-1.75,-1.23,0.66142,-0.099
1697580,-2.625,-1.7,0.38107,-0.187
1697581,-1.352,-0.91,0.58407,-0.121
1697582,-1.943,-1.39,0.51122,-0.143
1697583,-2.452,-2.17,0.51122,-0.143
1697584,-2.659,-2.38,0.51122,-0.143
1697585,-2.76,-2.45,0.44342,-0.165
1697586,-3.016,-3,0.58407,-0.121
1697587,-2.13,-2.45,0.66142,-0.099
1697588,-1.854,-2.47,0.51122,-0.143
1697589,-1.828,-3.39,0.74256,-0.077
1697590,-1.884,-4.8,0.74256,-0.077
1697591,-0.03,-0.13,0.86935,-0.044
1697592,-1.89,-4.5,0.74256,-0.077
1697593,-2.382,-4.06,0.58407,-0.121
1697594,-2.735,-3.89,0.44342,-0.165
1697595,-3.287,-3.74,0.51122,-0.143
1697596,-3.295,-3.27,0.51122,-0.143
1697597,-3.308,-3.71,0.51122,-0.143
1697598,-2.695,-3.81,0.44342,-0.165
1697599,-3.212,-4.08,0.51122,-0.143
1697600,-1.903,-2.81,0.51122,-0.143
1697601,-2.097,-3.3,0.58407,-0.121
1697602,-1.894,-3.67,0.58407,-0.121
1697603,-1.972,-4.71,0.66142,-0.099
1697604,-1.34,-2.69,0.66142,-0.099
1697605,-2.082,-3.39,0.51122,-0.143
1697606,-1.869,-2.87,0.66142,-0.099
1697607,-1.182,-1.91,0.58407,-0.121
1697608,-0.965,-1.85,0.74256,-0.077
1697609,-1.796,-4.43,0.51122,-0.143
1697610,-1.1,-3.46,0.66142,-0.099
1697611,-0.16,-0.75,0.66142,-0.099
1697612,-0.745,-6.41,0.43741,-0.165
1697613,-0.742,-4.34,0.82667,-0.055
1697614,-0.408,-1.61,0.70113,-0.088
1697615,-2.022,-6.86,0.51122,-0.143
1697616,-0.002,-0.01,0.86935,-0.044
1697617,-0.79,-5.01,0.86883,-0.044
1697618,-0.43,-3.87,0.50564,-0.143
1697619,-0.237,-2.3,0.50564,-0.143
1697620,-0.06,-1.03,0.39066,-0.176
1697621,0,0,0.26399,-0.22
1697622,-0.056,-0.99,0.39066,-0.176
1697623,-0.495,-5.3,0.50564,-0.143
1697624,-0.268,-2.99,0.43741,-0.165
1697625,-0.565,-5.14,0.50564,-0.143
1697626,-0.87,-4.93,0.95628,-0.022
1697627,-0.423,-1.86,0.82667,-0.055
1697628,0.002,0.01,0.95628,0.022
1697629,0,0,0.6532,-0.099
1697630,0,0,0.73612,-0.077
1697631,0,0,0.73612,-0.077
1697632,0,0,1,0.011
1697633,-0.26,-3.24,0.50032,-0.143
1697634,0,0,0.68871,-0.088
1697636,0,0,0.6532,0.099
1697637,0,0,1,-0.011
1697638,0.032,1.03,0.43168,0.165
1697639,0,0,0.73612,0.077
1697640,0,0,0.91056,-0.033
1697641,0,0,0.9561,0.022
1697642,-0.14,-0.55,0.82667,-0.055
1697643,0,0,1,0.011
1697644,0,0,0.82224,0.055
1697645,0,0,0.73612,0.077
1697646,0,0,0.95436,0.022
1697647,0,0,0.90282,0.033
1697648,0,0,0.68069,0.088
1697649,0,0,0.95436,0.022
1697650,0,0,0.82224,0.055
1697651,0,0,1,0.011
1697652,0,0,0.91166,0.033
1697653,0,0,0.82441,0.055
1697654,0,0,0.82224,0.055
1697655,0,0,0.86368,0.044
1697656,0,0,0.68069,0.088
1697657,0.014,0.15,0.57435,0.121
1697658,0.012,0.14,0.57435,0.121
1697659,0,0,0.68871,0.088
1697660,0,0,0.68069,0.088
1697661,0,0,0.7688,0.066
1697662,0,0,0.59673,0.11
1697663,0,0,0.95436,0.022
1697664,0.15,1.11,0.65722,0.099
1697665,0,0,0.91056,0.033
1697666,0,0,0.82224,0.055
1697667,0,0,1,0.011
1697668,0,0,0.91166,-0.033
1697669,0,0,0.91166,-0.033
1697670,0,0,0.91056,0.033
1697671,0,0,0.86368,-0.044
1697672,0,0,0.86368,-0.044
1697673,0,0,0.86,0.044
1697674,0,0,0.7688,0.066
1697675,0,0,0.7688,0.066
1697676,0,0,0.53326,0.11
1697677,0,0,0.19054,0.198
1697678,0,0,0.89763,0.033
1697679,0,0,0.89763,0.033
1697680,0,0,0.93862,0.022
1697681,0,0,0.93862,0.022
1697682,0,0,0.93862,0.022
1697683,0,0,1,0.011
1697684,0,0,0.5788,0.099
1697685,0,0,0.48773,0.121
1697686,0,0,0.21485,0.121
1697687,0,0,0.21485,0.121
1697688,0,0,0.21485,0.121
1697689,0,NA,NA,0
1697690,0,NA,NA,0
1697691,0,0,0.21485,0.121
1697692,0,0,0.21485,0.121
1697693,0,0,1,0.011
1697694,0,0,0.93862,0.022
1697695,0,0,1,0.011
1697696,0,0,1,0.011
1697697,0,0,0.21485,0.121
1697698,0,0,0.21485,0.121
1697699,0,0,0.21485,0.121
1697700,0,0,0.21485,0.121
1697701,0,0,0.21485,0.121
1697702,0,NA,NA,0
1697703,0,NA,NA,0
1697704,0,NA,NA,0
1697705,0,NA,NA,0
1697706,0,NA,NA,0
1697707,0,NA,NA,0
1699921,0,NA,NA,0
1699925,0,NA,NA,0
1699929,0,NA,NA,0
1699930,0,NA,NA,0
1699931,0,NA,NA,0
1699932,0,NA,NA,0
1699933,0,NA,NA,0
1699934,0,NA,NA,0
1699935,0,0,0.46706,0.099
1699936,0,0,0.94481,0.022
1699937,0,0,0.60682,0.099
1699938,0,0,1,0
1699939,0,0,0.94481,0.022
1699940,0,0,1,0
1699941,0,0,0.95436,-0.022
1699942,0,0,0.68069,0.088
1699943,0,0,1,0
1699944,0,0,1,0
1699945,0,0,0.89763,0.033
1699946,0,0,0.94481,0.022
1699947,0,0,0.7688,0.066
1699948,0,0,0.73612,-0.077
1699949,-0.045,-0.19,1,-0.011
1699950,-1.866,-4.65,0.58407,-0.121
1699951,-1.204,-4.18,0.6217,-0.11
1699952,-2.355,-6,0.38107,-0.187
1699953,-2.848,-5.92,0.44342,-0.165
1699954,-2.953,-5.35,0.66142,-0.099
1699955,-1.766,-2.66,0.74256,-0.077
1699956,-1.252,-1.67,0.82667,-0.055
1699957,-0.102,-0.12,1,-0.011
1699958,0.36,0.4,1,0.011
1699959,0.048,0.05,1,0.011
1699960,-1.25,-1.34,0.82667,-0.055
1699961,-0.908,-1.06,0.74256,-0.077
1699962,-1.542,-1.8,0.74256,-0.077
1699963,-1.696,-1.86,0.74256,-0.077
1699964,-2.013,-2.05,0.74256,-0.077
1699965,-2.434,-2.42,0.66142,-0.099
1699966,-1.754,-1.5,0.91281,-0.033
1699967,-3.188,-2.47,0.58407,-0.121
1699968,-2.887,-1.91,0.58407,-0.121
1699969,-3.184,-1.92,0.58407,-0.121
1699970,-1.92,-1.25,0.51122,-0.143
1699971,-3.105,-1.88,0.51122,-0.143
1699972,-1.254,-0.91,0.82667,-0.055
1699973,-3.062,-2.53,0.44342,-0.165
1699974,-2.927,-2.29,0.51122,-0.143
1699975,-2.783,-2.27,0.51122,-0.143
1699976,-2.47,-1.85,0.51122,-0.143
1699977,-1.672,-1.14,0.58407,-0.121
1699978,-2.03,-1.5,0.58407,-0.121
1699979,-2.601,-2.15,0.44342,-0.165
1699980,-2.01,-1.43,0.58407,-0.121
1699981,-1.563,-1.11,0.66142,-0.099
1699982,-2.488,-1.88,0.44342,-0.165
1699983,-1.692,-1.25,0.38107,-0.187
1699984,-2.394,-1.82,0.51122,-0.143
1699985,-3.191,-2.71,0.38107,-0.187
1699986,-3.07,-2.81,0.44342,-0.165
1699987,-2.725,-2.74,0.58407,-0.121
1699988,-1.91,-2.18,0.66142,-0.099
1699989,-1.556,-1.95,0.66142,-0.099
1699990,-1.85,-2.66,0.58407,-0.121
1699991,-1.816,-3.63,0.74256,-0.077
1699992,-1.878,-4.98,0.74256,-0.077
1699993,-0.06,-0.27,0.86935,-0.044
1699994,-1.868,-4.9,0.66142,-0.099
1699995,-1.967,-3.38,0.58407,-0.121
1699996,-2.068,-3.13,0.51122,-0.143
1699997,-3.175,-4.06,0.44342,-0.165
1699998,-3.443,-3.84,0.51122,-0.143
1699999,-2.997,-3.75,0.44342,-0.165
1700000,-2.502,-3.59,0.44342,-0.165
1700001,-2.075,-3.15,0.51122,-0.143
1700002,-2.535,-4.63,0.58407,-0.121
1700003,-1.798,-3.59,0.58407,-0.121
1700004,-1.906,-4.54,0.66142,-0.099
1700005,-1.464,-4.3,0.58407,-0.121
1700006,-1.406,-3.04,0.58407,-0.121
1700007,-2.403,-4.28,0.66142,-0.099
1700008,-2.172,-3.65,0.66142,-0.099
1700009,-1.975,-3.72,0.74256,-0.077
1700010,-0.795,-1.5,0.82667,-0.055
1700011,-1.968,-4.98,0.58407,-0.121
1700012,-0.78,-3.2,0.58407,-0.121
1700013,-0.935,-4.83,0.66142,-0.099
1700014,-0.522,-4.56,0.50564,-0.143
1700015,-0.573,-4.61,0.50564,-0.143
1700016,-0.055,-0.26,0.74256,-0.077
1700017,-0.456,-1.82,0.82667,-0.055
1700018,-0.885,-4.8,0.78398,-0.066
1700019,-0.4,-3.6,0.43741,-0.165
1700020,-0.308,-4.18,0.5791,-0.121
1700021,-0.19,-2.87,0.50032,-0.143
1700022,-0.052,-1.87,0.21699,-0.242
1700023,0,0,0.69953,-0.077
1700024,0,0,0.44471,-0.154
1700025,-0.062,-1.14,0.57435,-0.121
1700026,-0.048,-1.3,0.27689,-0.22
1700027,-0.01,-0.13,0.73927,-0.077
1700028,-0.746,-6.24,0.54483,-0.132
1700029,-1.03,-5.37,0.95628,-0.022
1700030,-0.678,-4.71,0.62029,-0.11
1700031,0,0,0.6532,-0.099
1700032,-0.018,-0.93,0.33061,-0.198
1700033,0,0,0.6532,-0.099
1700034,-0.16,-1.96,0.50032,-0.143
1700035,0,0,0.82224,-0.055
1700036,0,0,0.52901,-0.132
1700039,0.036,1.12,0.43168,0.165
1700041,0,0,0.86368,0.044
1700042,0,0,1,0.011
1700043,0,0,1,0.011
1700044,-0.04,-0.17,0.91281,-0.033
1700045,0,0,1,0.011
1700046,0,0,0.82224,0.055
1700047,0,0,0.86368,0.044
1700048,0,0,0.86,0.044
1700049,0,0,1,0.011
1700050,0,0,1,0.011
1700051,0,0,0.7688,0.066
1700052,0,0,0.95436,0.022
1700053,0,0,0.82224,0.055
1700054,0,0,0.91166,0.033
1700055,0,0,0.91166,0.033
1700056,0.018,0.24,0.57435,0.121
1700057,0,0,0.90624,0.033
1700058,0,0,0.95312,0.022
1700059,0,0,0.77477,0.066
1700060,0,0,0.77477,0.066
1700061,0,0,0.7688,0.066
1700062,0,0,0.7688,0.066
1700063,0,0,0.7688,0.066
1700064,0,0,0.7688,0.066
1700065,0,0,1,0
1700066,0,0,0.82224,0.055
1700067,0,0,1,0
1700068,0,0,0.95436,-0.022
1700069,0,0,1,0
1700070,0,0,1,0
1700071,0,0,0.95436,-0.022
1700072,0,0,0.95436,-0.022
1700073,0,0,0.86368,-0.044
1700074,0,0,0.86368,-0.044
1700075,0,0,0.86368,-0.044
1700076,0,0,0.86368,-0.044
1700077,0,0,1,0
1700078,0,0,0.89763,0.033
1700079,0,0,0.14347,0.22
1700080,0,0,0.06904,0.231
1700081,0,0,0.21485,0.121
1700082,0,0,0.21485,0.121
1700083,0,0,0.21485,0.121
1700084,0,0,0.21485,0.121
1700085,0,0,0.21485,0.121
1700086,0,0,1,0.011
1700087,0,0,1,0.011
1700088,0,0,1,0.011
1700089,0,0,0.21485,0.121
1700090,0,0,0.21485,0.121
1700091,0,NA,NA,0
1700092,0,NA,NA,0
1700093,0,0,0.21485,0.121
1700094,0,0,0.21485,0.121
1700095,0,0,0.21485,0.121
1700096,0,0,0.21485,0.121
1700097,0,0,0.21485,0.121
1700098,0,0,0.21485,0.121
1700099,0,0,0.21485,0.121
1700100,0,0,0.21485,0.121
1700101,0,0,0.21485,0.121
1700102,0,NA,NA,0
1700103,0,NA,NA,0
1700104,0,NA,NA,0
1700105,0,NA,NA,0
1700106,0,NA,NA,0
1700107,0,NA,NA,0
1700108,0,NA,NA,0
1700109,0,NA,NA,0
1700110,0,NA,NA,0
1702321,0,NA,NA,0
1702322,0,NA,NA,0
1702323,0,NA,NA,0
1702324,0,NA,NA,0
1702325,0,NA,NA,0
1702326,0,NA,NA,0
1702327,0,NA,NA,0
1702328,0,NA,NA,0
1702329,0,NA,NA,0
1702330,0,NA,NA,0
1702331,0,NA,NA,0
1702332,0,NA,NA,0
1702333,0,NA,NA,0
1702334,0,NA,NA,0
1702335,0,NA,NA,0
1702336,0,NA,NA,0
1702337,0,0,0.46706,0.099
1702338,0,0,1,0
1702339,0,0,0.52005,0.121
1702340,0,0,0.46383,0.143
1702341,0,0,0.7688,0.066
1702342,0,0,0.95436,-0.022
1702343,0,0,0.9561,0.022
1702344,0,0,0.91056,-0.033
1702345,0,0,0.9561,0.022
1702346,0,0,0.91056,-0.033
1702347,0,0,0.68069,0.088
1702348,0,0,0.89763,0.033
1702349,0,0,0.95436,-0.022
1702350,0,0,0.91056,-0.033
1702351,-1.744,-4.68,0.58407,-0.121
1702352,0.171,0.72,0.78398,0.066
1702353,-1.944,-4.93,0.44342,-0.165
1702354,-1.896,-3.78,0.58407,-0.121
1702355,-2.605,-4.73,0.66142,-0.099
1702356,-2.895,-5.26,0.66142,-0.099
1702357,-1.712,-2.65,0.82667,-0.055
1702358,-1.768,-2.75,0.74256,-0.077
1702359,-0.592,-0.78,1,-0.011
1702360,-0.317,-0.35,1,-0.011
1702361,0.1,0.1,1,0.011
1702362,-0.066,-0.07,1,-0.011
1702363,-1.165,-1.24,0.82667,-0.055
1702364,-1.101,-1.13,1,-0.011
1702365,-1.554,-1.57,0.82667,-0.055
1702366,-1.838,-1.68,0.82667,-0.055
1702367,-2.015,-1.81,0.82667,-0.055
1702368,-1.835,-1.55,0.91281,-0.033
1702369,-1.766,-1.3,0.74256,-0.077
1702370,-2.875,-1.89,0.58407,-0.121
1702371,-3.236,-1.96,0.51122,-0.143
1702372,-1.773,-1.16,0.51122,-0.143
1702373,-1.211,-0.84,0.58407,-0.121
1702374,-1.238,-0.89,0.74256,-0.077
1702375,-1.17,-0.84,0.74256,-0.077
1702376,-2.18,-1.63,0.51122,-0.143
1702377,-1.92,-1.43,0.66142,-0.099
1702378,-1.556,-1.05,0.51122,-0.143
1702379,-2.413,-1.84,0.51122,-0.143
1702380,-1.76,-1.28,0.58407,-0.121
1702381,-1.664,-1.09,0.58407,-0.121
1702382,-2.813,-1.7,0.66142,-0.099
1702383,-1.709,-1.12,0.51122,-0.143
1702384,-2.64,-2.09,0.38107,-0.187
1702385,-2.647,-2.15,0.38107,-0.187
1702386,-2.858,-2.27,0.41085,-0.176
1702387,-2.3,-2.05,0.51122,-0.143
1702388,-1.847,-2.01,0.74256,-0.077
1702389,-2.1,-2.57,0.82667,-0.055
1702390,-1.575,-2.05,0.82667,-0.055
1702391,-1.755,-2.48,0.74256,-0.077
1702392,-1.836,-3.44,0.74256,-0.077
1702393,-1.853,-4.09,0.74256,-0.077
1702394,-1.538,-4.4,0.44342,-0.165
1702395,-0.002,-0.01,0.95628,-0.022
1702396,-0.505,-1.82,0.66142,-0.099
1702397,-1.892,-4.25,0.66142,-0.099
1702398,-2.337,-4.05,0.58407,-0.121
1702399,-3.15,-4.14,0.44342,-0.165
1702400,-2.875,-3.71,0.44342,-0.165
1702401,-2.558,-3.75,0.44342,-0.165
1702402,-2.102,-3.42,0.66142,-0.099
1702403,-1.78,-3.47,0.58407,-0.121
1702404,-1.27,-2.71,0.58407,-0.121
1702405,-1.886,-4.8,0.66142,-0.099
1702406,-1.44,-4.33,0.38107,-0.187
1702407,-0.638,-2.24,0.58407,-0.121
1702408,-1.974,-5.22,0.66142,-0.099
1702409,-1.962,-4.11,0.58407,-0.121
1702410,-1.98,-3.72,0.66142,-0.099
1702411,-1.98,-4.37,0.66142,-0.099
1702412,-2.6,-5.63,0.66142,-0.099
1702413,-1.2,-3.11,0.44342,-0.165
1702414,-0.69,-2.2,0.66142,-0.099
1702415,-0.448,-2.09,0.44342,-0.165
1702416,0,0,1,0
1702417,-0.014,-0.14,0.78313,-0.066
1702418,-0.8,-4.34,0.35131,-0.198
1702419,-0.03,-0.15,0.86935,-0.044
1702420,-0.762,-6.24,0.69999,-0.088
1702421,-0.346,-4.73,0.5791,-0.121
1702422,-0.066,-1.38,0.17632,-0.264
1702423,-0.064,-1.3,0.17632,-0.264
1702424,-0.053,-2.6,0.17632,-0.264
1702425,0,0,0.94481,0.022
1702426,0,0,0.69953,-0.077
1702427,-0.018,-1.13,0.17632,-0.264
1702428,-0.048,-1.54,0.14163,-0.286
1702429,-0.01,-0.18,0.73927,-0.077
1702430,-0.265,-3.05,0.50564,-0.143
1702431,-0.674,-5.44,0.54483,-0.132
1702432,-0.368,-2.84,0.62029,-0.11
1702433,0,0,0.6532,-0.099
1702434,0,0,0.7688,-0.066
1702435,-0.02,-0.99,0.33061,-0.198
1702436,0,0,0.73612,-0.077
1702437,0,0,0.73612,-0.077
1702438,0,0,0.51784,-0.132
1702443,0,0,0.73612,0.077
1702444,0,0,0.82224,0.055
1702445,0,0,1,0.011
1702446,0,0,1,0.011
1702447,0,0,1,0.011
1702448,0,0,0.91056,0.033
1702449,0,0,0.73612,0.077
1702450,0,0,0.7688,0.066
1702451,0,0,1,0.011
1702452,0,0,1,0.011
1702453,0,0,0.95312,0.022
1702454,0,0,0.68069,0.088
1702455,0,0,1,0
1702456,0,0,1,0.011
1702457,0,0,0.82224,0.055
1702458,0,0,0.95436,0.022
1702459,0,0,0.86,0.044
1702460,0,0,0.86,0.044
1702461,0,0,0.86,0.044
1702462,0,0,0.86,0.044
1702463,0,0,0.86,0.044
1702464,0,0,0.52005,0.121
1702465,0,0,0.14347,0.22
1702466,0,0,0.7688,0.066
1702467,0,0,0.68069,0.088
1702468,0,0,0.95436,-0.022
1702469,0,0,0.7688,0.066
1702470,0,0,0.7688,0.066
1702471,0,0,0.95436,-0.022
1702472,0,0,0.95436,-0.022
1702473,0,0,0.95436,-0.022
1702474,0,0,0.86368,-0.044
1702475,0,0,0.77477,-0.066
1702476,0,0,0.95312,0.022
1702477,0,0,0.86,0.044
1702478,0,0,0.77477,-0.066
1702479,0,0,1,0
1702480,0,0,0.7688,0.066
1702481,0,0,0.68069,0.088
1702482,0,0,0.89763,0.033
1702483,0,0,0.14347,0.22
1702484,0,0,0.21485,0.121
1702485,0,0,0.21485,0.121
1702486,0,0,0.21485,0.121
1702487,0,0,0.21485,0.121
1702488,0,0,0.21485,0.121
1702489,0,0,0.21485,0.121
1702490,0,0,0.21485,0.121
1702491,0,0,0.21485,0.121
1702492,0,0,0.21485,0.121
1702493,0,0,0.21485,0.121
1702494,0,NA,NA,0
1702495,0,NA,NA,0
1702496,0,NA,NA,0
1702497,0,0,0.21485,0.121
1702498,0,0,0.21485,0.121
1702499,0,0,0.21485,0.121
1702500,0,0,0.21485,0.121
1702501,0,0,0.21485,0.121
1702502,0,0,0.21485,0.121
1702503,0,0,0.21485,0.121
1702504,0,NA,NA,0
1702505,0,NA,NA,0
1702506,0,NA,NA,0
1702507,0,NA,NA,0
1702508,0,NA,NA,0
1702509,0,NA,NA,0
1702510,0,NA,NA,0
1702511,0,NA,NA,0
1702512,0,NA,NA,0
1702513,0,NA,NA,0
1704721,0,NA,NA,0
1704722,0,NA,NA,0
1704723,0,NA,NA,0
1704724,0,NA,NA,0
1704725,0,NA,NA,0
1704726,0,NA,NA,0
1704727,0,0,0.93862,0.022
1704728,0,0,0.93862,0.022
1704729,0,0,0.93862,0.022
1704730,0,0,0.93862,0.022
1704731,0,0,0.93862,0.022
1704732,0,0,0.93862,0.022
1704733,0,0,0.46706,0.099
1704734,0,NA,NA,0
1704735,0,0,1,-0.011
1704736,0,0,0.46706,0.099
1704737,0,0,0.46706,0.099
1704738,0,0,1,-0.011
1704739,0,0,0.46706,0.099
1704740,0,0,1,0
1704741,0,0,0.89763,-0.033
1704742,0,0,0.59673,0.11
1704743,0,0,0.59673,0.11
1704744,0,0,0.95436,0.022
1704745,0,0,1,0
1704746,0,0,1,0
1704747,0,0,0.54155,0.121
1704748,0,0,0.46383,0.143
1704749,0,0,0.68069,0.088
1704750,0,0,0.73612,-0.077
1704751,0,0,0.91056,-0.033
1704752,0.022,0.13,0.78398,0.066
1704753,-0.817,-2.58,0.78398,-0.066
1704754,-0.868,-2.55,0.74256,-0.077
1704755,-2.012,-5.84,0.44342,-0.165
1704756,-2.455,-6.38,0.38107,-0.187
1704757,-0.262,-1.22,0.78398,-0.066
1704758,-2.206,-4.82,0.66142,-0.099
1704759,-1.702,-2.96,0.74256,-0.077
1704760,-1.166,-1.73,0.82667,-0.055
1704761,-1.568,-2.39,0.82667,-0.055
1704762,-0.253,-0.29,1,-0.011
1704763,0.232,0.23,1,0.011
1704764,-0.316,-0.29,1,-0.011
1704765,-0.624,-0.62,0.82667,-0.055
1704766,-1.902,-1.62,0.82667,-0.055
1704767,-1.428,-1.33,0.82667,-0.055
1704768,-2.752,-2.24,0.58407,-0.121
1704769,-3.132,-2.49,0.58407,-0.121
1704770,-2.828,-2.13,0.82667,-0.055
1704771,-0.912,-0.61,0.74256,-0.077
1704772,-1.95,-1.26,0.51122,-0.143
1704773,-1.174,-0.81,0.74256,-0.077
1704774,-2.262,-1.7,0.51122,-0.143
1704775,-3.317,-2.6,0.44342,-0.165
1704776,-2.83,-2.15,0.58407,-0.121
1704777,-1.83,-1.31,0.66142,-0.099
1704778,-2.483,-2.06,0.51122,-0.143
1704779,-2.639,-2.14,0.51122,-0.143
1704780,-1.31,-0.92,0.66142,-0.099
1704781,-2.4,-1.93,0.44342,-0.165
1704782,-2.391,-1.91,0.476,-0.154
1704783,-0.773,-0.51,0.66142,-0.099
1704784,-2.683,-1.66,0.66142,-0.099
1704785,-0.85,-0.57,0.66142,-0.099
1704786,-2.566,-2.05,0.44342,-0.165
1704787,-1.885,-1.64,0.51122,-0.143
1704788,-2.143,-1.9,0.51122,-0.143
1704789,-1.512,-1.47,0.66142,-0.099
1704790,-1.44,-1.72,0.66142,-0.099
1704791,-0.685,-0.97,0.82667,-0.055
1704792,-1.822,-3.04,0.66142,-0.099
1704793,-1.832,-3.21,0.74256,-0.077
1704794,-1.822,-3.48,0.66142,-0.099
1704795,-1.9,-4.87,0.66142,-0.099
1704796,-0.76,-2.5,0.58407,-0.121
1704797,0,0,1,0
1704798,-0.067,-0.3,0.86935,-0.044
1704799,-1.902,-4.58,0.66142,-0.099
1704800,-2.07,-3.35,0.66142,-0.099
1704801,-3.15,-4.14,0.44342,-0.165
1704802,-2.47,-3.56,0.44342,-0.165
1704803,-1.898,-3.25,0.58407,-0.121
1704804,-2.01,-3.82,0.58407,-0.121
1704805,-1.182,-2.46,0.66142,-0.099
1704806,-1.882,-4.65,0.66142,-0.099
1704807,-0.628,-2.21,0.70113,-0.088
1704808,-0.193,-0.94,0.86935,-0.044
1704809,-0.143,-0.78,0.70113,-0.088
1704810,-1.61,-4.49,0.66142,-0.099
1704811,-2.016,-5.09,0.74256,-0.077
1704812,-1.96,-4.64,0.51122,-0.143
1704813,-1.099,-2.81,0.44342,-0.165
1704814,-2.013,-5.34,0.51122,-0.143
1704815,-1.513,-4.63,0.58407,-0.121
1704816,-0.478,-1.74,0.54644,-0.132
1704817,-0.455,-2.03,0.51122,-0.143
1704818,0,0,1,-0.011
1704819,0,0,1,0.011
1704820,-0.823,-4.57,0.29754,-0.22
1704821,-0.924,-5.52,0.29754,-0.22
1704822,0,0,0.9561,-0.022
1704823,0,0,1,-0.011
1704824,0,0,0.91056,-0.033
1704825,0,0,0.91056,-0.033
1704826,0,0,0.86,-0.044
1704827,0,0,0.69953,-0.077
1704828,0,0,0.69953,-0.077
1704829,0,0,0.69953,-0.077
1704830,0,0,0.90282,0.033
1704831,-0.05,-1.3,0.27689,-0.22
1704832,-0.01,-0.17,0.73927,-0.077
1704833,-0.136,-1.62,0.5791,-0.121
1704834,-0.198,-2.28,0.5791,-0.121
1704835,-0.048,-1.04,0.27689,-0.22
1704836,0,0,0.60682,-0.099
1704837,0,0,0.44016,-0.143
